acquisition_id,customer_id,acquisition_timestamp,channel,platform,touch_type
2741,2741,2026-03-15,search,mobile,first_touch
2742,2742,2025-12-29,search,mobile,first_touch
2743,2743,2026-02-27,referral,mobile,first_touch
2744,2744,2026-02-15,referral,web,first_touch
2745,2745,2026-03-09,referral,web,first_touch
2746,2746,2026-02-08,search,mobile,first_touch
2747,2747,2026-01-02,search,mobile,first_touch
2748,2748,2026-02-15,search,web,first_touch
2749,2749,2026-03-23,search,mobile,first_touch
2750,2750,2026-02-08,paid_social,mobile,first_touch
2751,2751,2025-12-31,referral,web,first_touch
2752,2752,2025-12-31,search,mobile,first_touch
2753,2753,2026-02-07,paid_social,mobile,first_touch
2754,2754,2026-03-03,search,web,first_touch
2755,2755,2026-01-10,paid_social,mobile,first_touch
2756,2756,2026-01-24,search,web,first_touch
2757,2757,2026-03-20,search,web,first_touch
2758,2758,2026-03-25,referral,mobile,first_touch
2759,2759,2026-03-17,search,web,first_touch
2760,2760,2026-02-16,search,mobile,first_touch
2761,2761,2026-03-12,search,web,first_touch
2762,2762,2026-02-05,referral,mobile,first_touch
2763,2763,2026-03-23,referral,mobile,first_touch
2764,2764,2026-01-23,search,web,first_touch
2765,2765,2026-03-16,search,web,first_touch
2766,2766,2026-02-14,search,web,first_touch
2767,2767,2026-03-16,referral,web,first_touch
2768,2768,2026-02-07,referral,web,first_touch
2769,2769,2026-03-12,search,mobile,first_touch
2770,2770,2026-02-11,search,web,first_touch
2771,2771,2026-03-09,paid_social,mobile,first_touch
2772,2772,2026-03-23,paid_social,mobile,first_touch
2773,2773,2025-12-31,paid_social,mobile,first_touch
2774,2774,2026-01-27,paid_social,web,first_touch
2775,2775,2025-12-25,search,mobile,first_touch
2776,2776,2026-01-20,search,mobile,first_touch
2777,2777,2025-12-26,search,mobile,first_touch
2778,2778,2026-01-29,search,mobile,first_touch
2779,2779,2026-01-24,paid_social,mobile,first_touch
2780,2780,2026-01-01,search,mobile,first_touch
2781,2781,2026-01-26,paid_social,web,first_touch
2782,2782,2026-02-02,paid_social,web,first_touch
2783,2783,2025-12-24,referral,web,first_touch
2784,2784,2026-03-17,paid_social,mobile,first_touch
2785,2785,2026-01-18,paid_social,web,first_touch
2786,2786,2026-01-11,search,mobile,first_touch
2787,2787,2025-12-28,search,mobile,first_touch
2788,2788,2026-01-03,search,mobile,first_touch
2789,2789,2026-02-23,search,mobile,first_touch
2790,2790,2025-12-28,search,mobile,first_touch
2791,2791,2025-12-31,search,mobile,first_touch
2792,2792,2026-02-23,referral,web,first_touch
2793,2793,2026-01-22,paid_social,web,first_touch
2794,2794,2026-03-06,search,mobile,first_touch
2795,2795,2026-02-28,paid_social,mobile,first_touch
2796,2796,2026-02-21,paid_social,web,first_touch
2797,2797,2025-12-29,referral,mobile,first_touch
2798,2798,2026-02-21,search,mobile,first_touch
2799,2799,2026-03-18,paid_social,web,first_touch
2800,2800,2026-03-09,search,mobile,first_touch
2801,2801,2026-03-20,paid_social,mobile,first_touch
2802,2802,2026-03-09,search,mobile,first_touch
2803,2803,2026-03-14,search,mobile,first_touch
2804,2804,2026-01-25,referral,mobile,first_touch
2805,2805,2026-01-15,paid_social,web,first_touch
2806,2806,2026-02-13,paid_social,mobile,first_touch
2807,2807,2026-01-10,referral,mobile,first_touch
2808,2808,2026-02-23,referral,web,first_touch
2809,2809,2026-03-24,paid_social,mobile,first_touch
2810,2810,2026-01-24,search,web,first_touch
2811,2811,2026-01-25,referral,mobile,first_touch
2812,2812,2026-02-23,search,mobile,first_touch
2813,2813,2026-02-17,search,web,first_touch
2814,2814,2026-02-25,search,web,first_touch
2815,2815,2026-02-01,referral,web,first_touch
2816,2816,2025-12-23,search,web,first_touch
2817,2817,2026-01-16,paid_social,web,first_touch
2818,2818,2026-01-02,search,mobile,first_touch
2819,2819,2026-01-07,search,web,first_touch
2820,2820,2026-03-01,search,mobile,first_touch
2821,2821,2026-01-02,paid_social,mobile,first_touch
2822,2822,2026-01-03,search,mobile,first_touch
2823,2823,2026-01-12,search,mobile,first_touch
2824,2824,2026-02-09,referral,mobile,first_touch
2825,2825,2025-12-31,search,mobile,first_touch
2826,2826,2025-12-27,search,mobile,first_touch
2827,2827,2026-03-18,search,web,first_touch
2828,2828,2026-03-08,paid_social,mobile,first_touch
2829,2829,2026-01-15,search,mobile,first_touch
2830,2830,2026-02-14,paid_social,web,first_touch
2831,2831,2026-03-06,referral,mobile,first_touch
2832,2832,2026-01-14,search,mobile,first_touch
2833,2833,2026-02-10,paid_social,web,first_touch
2834,2834,2026-03-11,search,web,first_touch
2835,2835,2025-12-31,referral,mobile,first_touch
2836,2836,2026-01-05,paid_social,mobile,first_touch
2837,2837,2026-03-10,referral,mobile,first_touch
2838,2838,2026-03-19,paid_social,mobile,first_touch
2839,2839,2026-02-24,paid_social,mobile,first_touch
2840,2840,2026-03-20,search,mobile,first_touch
2841,2841,2026-03-02,paid_social,web,first_touch
2842,2842,2026-02-23,referral,web,first_touch
2843,2843,2025-12-29,search,mobile,first_touch
2844,2844,2026-03-13,search,web,first_touch
2845,2845,2026-01-20,search,web,first_touch
2846,2846,2026-03-12,search,mobile,first_touch
2847,2847,2025-12-28,search,web,first_touch
2848,2848,2026-02-02,search,mobile,first_touch
2849,2849,2026-02-20,referral,web,first_touch
2850,2850,2026-01-06,search,mobile,first_touch
2851,2851,2026-01-29,search,mobile,first_touch
2852,2852,2026-01-01,search,mobile,first_touch
2853,2853,2026-02-04,search,mobile,first_touch
2854,2854,2026-01-04,paid_social,web,first_touch
2855,2855,2026-01-16,search,web,first_touch
2856,2856,2026-02-09,search,web,first_touch
2857,2857,2026-02-04,paid_social,mobile,first_touch
2858,2858,2025-12-25,referral,mobile,first_touch
2859,2859,2026-03-08,referral,mobile,first_touch
2860,2860,2026-02-09,paid_social,mobile,first_touch
2861,2861,2026-01-17,referral,mobile,first_touch
2862,2862,2026-01-22,referral,mobile,first_touch
2863,2863,2026-01-01,referral,mobile,first_touch
2864,2864,2026-03-12,paid_social,mobile,first_touch
2865,2865,2026-03-01,search,mobile,first_touch
2866,2866,2026-01-04,search,web,first_touch
2867,2867,2026-03-16,search,web,first_touch
2868,2868,2026-02-24,search,web,first_touch
2869,2869,2026-02-21,search,mobile,first_touch
2870,2870,2026-01-04,referral,mobile,first_touch
2871,2871,2026-01-17,referral,mobile,first_touch
2872,2872,2026-02-07,search,web,first_touch
2873,2873,2026-02-20,referral,web,first_touch
2874,2874,2026-01-22,referral,web,first_touch
2875,2875,2026-03-05,paid_social,mobile,first_touch
2876,2876,2026-02-10,referral,web,first_touch
2877,2877,2026-03-12,paid_social,web,first_touch
2878,2878,2025-12-30,paid_social,mobile,first_touch
2879,2879,2026-01-17,referral,mobile,first_touch
2880,2880,2026-02-08,search,mobile,first_touch
2881,2881,2026-03-07,search,mobile,first_touch
2882,2882,2026-02-05,referral,mobile,first_touch
2883,2883,2026-01-21,search,web,first_touch
2884,2884,2026-03-09,paid_social,mobile,first_touch
2885,2885,2025-12-28,paid_social,web,first_touch
2886,2886,2025-12-27,search,mobile,first_touch
2887,2887,2026-01-23,paid_social,web,first_touch
2888,2888,2026-01-05,paid_social,mobile,first_touch
2889,2889,2026-01-24,referral,web,first_touch
2890,2890,2026-03-22,paid_social,mobile,first_touch
2891,2891,2026-02-01,search,mobile,first_touch
2892,2892,2026-02-09,paid_social,web,first_touch
2893,2893,2026-02-01,search,mobile,first_touch
2894,2894,2026-02-26,search,web,first_touch
2895,2895,2026-01-25,search,mobile,first_touch
2896,2896,2026-01-18,paid_social,mobile,first_touch
2897,2897,2025-12-28,paid_social,web,first_touch
2898,2898,2026-02-19,paid_social,mobile,first_touch
2899,2899,2026-03-04,paid_social,web,first_touch
2900,2900,2026-01-29,search,mobile,first_touch
2901,2901,2026-01-25,paid_social,web,first_touch
2902,2902,2026-03-11,paid_social,mobile,first_touch
2903,2903,2026-03-17,paid_social,mobile,first_touch
2904,2904,2026-01-31,referral,mobile,first_touch
2905,2905,2026-01-12,search,mobile,first_touch
2906,2906,2026-02-26,search,mobile,first_touch
2907,2907,2026-02-17,search,web,first_touch
2908,2908,2026-01-25,search,web,first_touch
2909,2909,2026-03-04,paid_social,mobile,first_touch
2910,2910,2026-01-15,search,mobile,first_touch
2911,2911,2025-12-27,search,web,first_touch
2912,2912,2026-01-10,search,web,first_touch
2913,2913,2026-02-26,paid_social,mobile,first_touch
2914,2914,2026-02-11,referral,web,first_touch
2915,2915,2026-02-22,search,mobile,first_touch
2916,2916,2026-02-09,paid_social,web,first_touch
2917,2917,2026-01-07,referral,mobile,first_touch
2918,2918,2026-02-28,paid_social,mobile,first_touch
2919,2919,2026-02-20,paid_social,mobile,first_touch
2920,2920,2026-03-11,paid_social,mobile,first_touch
2921,2921,2026-01-08,referral,mobile,first_touch
2922,2922,2025-12-26,paid_social,mobile,first_touch
2923,2923,2026-01-22,referral,web,first_touch
2924,2924,2026-03-04,search,mobile,first_touch
2925,2925,2026-01-04,search,web,first_touch
2926,2926,2026-03-14,search,mobile,first_touch
2927,2927,2026-03-18,paid_social,web,first_touch
2928,2928,2026-02-24,search,mobile,first_touch
2929,2929,2026-03-23,search,mobile,first_touch
2930,2930,2026-02-27,search,mobile,first_touch
2931,2931,2026-01-02,paid_social,mobile,first_touch
2932,2932,2026-03-20,referral,mobile,first_touch
2933,2933,2026-03-04,search,mobile,first_touch
2934,2934,2026-03-15,search,mobile,first_touch
2935,2935,2026-01-04,search,mobile,first_touch
2936,2936,2026-01-25,paid_social,web,first_touch
2937,2937,2026-01-08,paid_social,mobile,first_touch
2938,2938,2026-02-18,paid_social,mobile,first_touch
2939,2939,2026-02-17,search,mobile,first_touch
2940,2940,2026-02-14,paid_social,mobile,first_touch
2941,2941,2026-01-07,paid_social,mobile,first_touch
2942,2942,2026-01-03,paid_social,mobile,first_touch
2943,2943,2026-03-23,paid_social,mobile,first_touch
2944,2944,2026-01-12,search,web,first_touch
2945,2945,2026-03-22,search,mobile,first_touch
2946,2946,2026-02-06,search,mobile,first_touch
2947,2947,2025-12-24,search,mobile,first_touch
2948,2948,2026-02-05,search,mobile,first_touch
2949,2949,2026-03-16,search,mobile,first_touch
2950,2950,2026-02-17,referral,web,first_touch
2951,2951,2026-03-17,referral,web,first_touch
2952,2952,2026-03-09,referral,mobile,first_touch
2953,2953,2026-03-13,referral,mobile,first_touch
2954,2954,2026-03-08,referral,web,first_touch
2955,2955,2026-02-26,search,mobile,first_touch
2956,2956,2026-01-20,search,web,first_touch
2957,2957,2026-02-22,search,mobile,first_touch
2958,2958,2026-01-18,paid_social,mobile,first_touch
2959,2959,2026-02-19,search,mobile,first_touch
2960,2960,2026-02-21,referral,web,first_touch
2961,2961,2026-03-06,search,web,first_touch
2962,2962,2026-01-29,paid_social,mobile,first_touch
2963,2963,2026-01-19,search,mobile,first_touch
2964,2964,2026-03-24,paid_social,web,first_touch
2965,2965,2026-01-21,search,web,first_touch
2966,2966,2026-02-23,search,mobile,first_touch
2967,2967,2026-03-12,search,mobile,first_touch
2968,2968,2026-01-17,search,mobile,first_touch
2969,2969,2026-01-29,paid_social,web,first_touch
2970,2970,2026-01-01,search,mobile,first_touch
2971,2971,2026-01-07,paid_social,mobile,first_touch
2972,2972,2026-03-03,search,mobile,first_touch
2973,2973,2026-01-05,search,web,first_touch
2974,2974,2026-01-24,paid_social,mobile,first_touch
2975,2975,2026-01-09,referral,mobile,first_touch
2976,2976,2026-01-11,search,web,first_touch
2977,2977,2026-03-04,paid_social,mobile,first_touch
2978,2978,2026-01-14,search,mobile,first_touch
2979,2979,2026-02-06,paid_social,mobile,first_touch
2980,2980,2026-02-26,paid_social,web,first_touch
2981,2981,2026-03-18,referral,web,first_touch
2982,2982,2026-02-19,search,web,first_touch
2983,2983,2026-01-29,referral,mobile,first_touch
2984,2984,2026-01-06,search,mobile,first_touch
2985,2985,2026-01-31,referral,mobile,first_touch
2986,2986,2026-02-21,referral,mobile,first_touch
2987,2987,2025-12-24,paid_social,web,first_touch
2988,2988,2026-02-18,paid_social,web,first_touch
2989,2989,2025-12-25,search,mobile,first_touch
2990,2990,2026-03-06,paid_social,web,first_touch
2991,2991,2026-03-22,search,mobile,first_touch
2992,2992,2026-01-04,paid_social,mobile,first_touch
2993,2993,2026-03-21,referral,web,first_touch
2994,2994,2026-01-16,paid_social,web,first_touch
2995,2995,2026-01-02,referral,web,first_touch
2996,2996,2026-03-10,search,web,first_touch
2997,2997,2026-01-24,paid_social,mobile,first_touch
2998,2998,2026-02-03,referral,web,first_touch
2999,2999,2026-03-20,search,web,first_touch
3000,3000,2026-03-17,search,mobile,first_touch
3001,3001,2026-02-09,referral,mobile,first_touch
3002,3002,2026-02-25,paid_social,web,first_touch
3003,3003,2026-01-18,paid_social,web,first_touch
3004,3004,2025-12-28,paid_social,mobile,first_touch
3005,3005,2026-02-23,paid_social,mobile,first_touch
3006,3006,2026-02-02,referral,mobile,first_touch
3007,3007,2026-03-18,referral,mobile,first_touch
3008,3008,2026-01-20,search,web,first_touch
3009,3009,2026-01-15,search,mobile,first_touch
3010,3010,2026-03-02,referral,mobile,first_touch
3011,3011,2026-02-07,paid_social,mobile,first_touch
3012,3012,2026-01-06,paid_social,mobile,first_touch
3013,3013,2026-02-22,referral,web,first_touch
3014,3014,2026-03-14,search,web,first_touch
3015,3015,2026-02-21,paid_social,mobile,first_touch
3016,3016,2026-03-01,search,mobile,first_touch
3017,3017,2026-01-06,paid_social,mobile,first_touch
3018,3018,2026-02-12,search,web,first_touch
3019,3019,2026-02-26,search,web,first_touch
3020,3020,2026-02-14,paid_social,mobile,first_touch
3021,3021,2026-03-19,referral,mobile,first_touch
3022,3022,2026-03-18,search,web,first_touch
3023,3023,2026-02-10,search,web,first_touch
3024,3024,2026-03-10,search,web,first_touch
3025,3025,2026-01-01,search,mobile,first_touch
3026,3026,2026-03-18,paid_social,web,first_touch
3027,3027,2026-01-04,paid_social,mobile,first_touch
3028,3028,2026-03-06,search,mobile,first_touch
3029,3029,2026-02-02,search,mobile,first_touch
3030,3030,2026-01-26,paid_social,mobile,first_touch
3031,3031,2026-03-13,referral,mobile,first_touch
3032,3032,2026-01-11,referral,mobile,first_touch
3033,3033,2026-02-12,paid_social,web,first_touch
3034,3034,2026-01-17,paid_social,web,first_touch
3035,3035,2026-01-15,search,web,first_touch
3036,3036,2026-03-20,paid_social,web,first_touch
3037,3037,2026-01-11,referral,mobile,first_touch
3038,3038,2026-03-19,search,web,first_touch
3039,3039,2025-12-24,paid_social,web,first_touch
3040,3040,2026-01-09,search,web,first_touch
3041,3041,2026-01-29,paid_social,mobile,first_touch
3042,3042,2026-01-15,search,mobile,first_touch
3043,3043,2026-01-15,paid_social,web,first_touch
3044,3044,2026-02-20,referral,web,first_touch
3045,3045,2025-12-27,search,mobile,first_touch
3046,3046,2026-02-14,referral,mobile,first_touch
3047,3047,2026-02-02,paid_social,mobile,first_touch
3048,3048,2026-02-15,search,web,first_touch
3049,3049,2026-01-25,referral,mobile,first_touch
3050,3050,2026-03-19,search,web,first_touch
3051,3051,2026-01-20,search,mobile,first_touch
3052,3052,2026-02-14,referral,mobile,first_touch
3053,3053,2026-01-31,referral,mobile,first_touch
3054,3054,2026-02-12,referral,mobile,first_touch
3055,3055,2026-01-31,search,mobile,first_touch
3056,3056,2026-02-21,search,web,first_touch
3057,3057,2026-01-09,search,mobile,first_touch
3058,3058,2026-02-05,search,mobile,first_touch
3059,3059,2026-03-14,paid_social,web,first_touch
3060,3060,2026-02-18,referral,mobile,first_touch
3061,3061,2026-01-13,search,mobile,first_touch
3062,3062,2026-03-04,search,web,first_touch
3063,3063,2026-01-21,referral,mobile,first_touch
3064,3064,2026-03-18,referral,mobile,first_touch
3065,3065,2026-03-10,paid_social,mobile,first_touch
3066,3066,2026-03-17,search,mobile,first_touch
3067,3067,2026-03-12,search,mobile,first_touch
3068,3068,2026-02-25,paid_social,web,first_touch
3069,3069,2026-02-21,paid_social,mobile,first_touch
3070,3070,2026-01-19,search,web,first_touch
3071,3071,2026-01-27,referral,web,first_touch
3072,3072,2026-03-11,referral,mobile,first_touch
3073,3073,2026-02-20,search,mobile,first_touch
3074,3074,2026-02-23,search,mobile,first_touch
3075,3075,2026-01-10,paid_social,mobile,first_touch
3076,3076,2026-01-29,referral,web,first_touch
3077,3077,2026-01-19,referral,mobile,first_touch
3078,3078,2026-02-20,referral,mobile,first_touch
3079,3079,2026-02-10,search,mobile,first_touch
3080,3080,2026-02-02,paid_social,web,first_touch
3081,3081,2026-03-01,search,mobile,first_touch
3082,3082,2026-03-11,search,mobile,first_touch
3083,3083,2026-03-16,paid_social,mobile,first_touch
3084,3084,2026-01-24,paid_social,web,first_touch
3085,3085,2026-02-09,paid_social,mobile,first_touch
3086,3086,2026-02-01,search,mobile,first_touch
3087,3087,2026-03-22,referral,web,first_touch
3088,3088,2026-03-06,search,web,first_touch
3089,3089,2026-03-19,referral,mobile,first_touch
3090,3090,2026-01-15,paid_social,web,first_touch
3091,3091,2026-02-15,search,mobile,first_touch
3092,3092,2026-02-15,search,web,first_touch
3093,3093,2026-01-30,paid_social,web,first_touch
3094,3094,2026-02-06,search,mobile,first_touch
3095,3095,2026-03-11,paid_social,mobile,first_touch
3096,3096,2026-01-30,referral,mobile,first_touch
3097,3097,2026-01-30,referral,mobile,first_touch
3098,3098,2026-01-01,paid_social,mobile,first_touch
3099,3099,2026-02-21,search,web,first_touch
3100,3100,2025-12-27,search,mobile,first_touch
3101,3101,2026-03-05,paid_social,mobile,first_touch
3102,3102,2026-02-21,search,mobile,first_touch
3103,3103,2026-03-18,referral,mobile,first_touch
3104,3104,2026-02-10,referral,mobile,first_touch
3105,3105,2026-02-27,paid_social,web,first_touch
3106,3106,2026-03-20,search,mobile,first_touch
3107,3107,2026-01-13,paid_social,mobile,first_touch
3108,3108,2026-01-20,paid_social,mobile,first_touch
3109,3109,2026-02-10,paid_social,mobile,first_touch
3110,3110,2025-12-27,paid_social,mobile,first_touch
3111,3111,2026-01-13,paid_social,mobile,first_touch
3112,3112,2026-02-07,search,mobile,first_touch
3113,3113,2026-01-15,search,mobile,first_touch
3114,3114,2025-12-26,paid_social,mobile,first_touch
3115,3115,2026-03-05,paid_social,web,first_touch
3116,3116,2026-01-15,referral,web,first_touch
3117,3117,2025-12-28,referral,mobile,first_touch
3118,3118,2026-02-21,paid_social,mobile,first_touch
3119,3119,2026-01-17,search,mobile,first_touch
3120,3120,2026-02-03,paid_social,mobile,first_touch
3121,3121,2026-03-06,referral,mobile,first_touch
3122,3122,2026-01-21,search,web,first_touch
3123,3123,2026-02-15,paid_social,mobile,first_touch
3124,3124,2026-03-05,search,mobile,first_touch
3125,3125,2026-03-04,search,mobile,first_touch
3126,3126,2026-01-27,paid_social,mobile,first_touch
3127,3127,2026-01-31,paid_social,mobile,first_touch
3128,3128,2026-01-08,search,web,first_touch
3129,3129,2026-01-07,paid_social,mobile,first_touch
3130,3130,2026-01-19,paid_social,web,first_touch
3131,3131,2026-03-17,referral,web,first_touch
3132,3132,2026-03-17,referral,mobile,first_touch
3133,3133,2026-03-14,search,mobile,first_touch
3134,3134,2026-01-13,search,mobile,first_touch
3135,3135,2026-02-13,search,mobile,first_touch
3136,3136,2026-01-26,search,web,first_touch
3137,3137,2026-01-16,search,web,first_touch
3138,3138,2026-01-09,paid_social,mobile,first_touch
3139,3139,2026-03-18,paid_social,web,first_touch
3140,3140,2026-02-19,paid_social,mobile,first_touch
3141,3141,2026-02-27,search,web,first_touch
3142,3142,2026-01-16,search,web,first_touch
3143,3143,2026-03-22,search,web,first_touch
3144,3144,2026-01-12,search,mobile,first_touch
3145,3145,2026-01-11,referral,mobile,first_touch
3146,3146,2026-02-18,paid_social,web,first_touch
3147,3147,2026-03-18,search,mobile,first_touch
3148,3148,2026-03-04,referral,mobile,first_touch
3149,3149,2026-03-21,search,mobile,first_touch
3150,3150,2026-02-13,search,web,first_touch
3151,3151,2026-01-19,paid_social,web,first_touch
3152,3152,2026-02-06,referral,mobile,first_touch
3153,3153,2026-02-09,search,web,first_touch
3154,3154,2026-03-21,referral,web,first_touch
3155,3155,2026-01-18,referral,mobile,first_touch
3156,3156,2026-01-22,referral,mobile,first_touch
3157,3157,2026-01-29,paid_social,web,first_touch
3158,3158,2026-02-08,search,mobile,first_touch
3159,3159,2026-02-17,paid_social,mobile,first_touch
3160,3160,2026-01-10,paid_social,mobile,first_touch
3161,3161,2026-03-10,paid_social,web,first_touch
3162,3162,2026-02-07,search,mobile,first_touch
3163,3163,2026-02-07,search,mobile,first_touch
3164,3164,2026-02-04,search,mobile,first_touch
3165,3165,2026-03-19,paid_social,mobile,first_touch
3166,3166,2026-03-07,paid_social,mobile,first_touch
3167,3167,2026-02-13,search,mobile,first_touch
3168,3168,2026-02-04,search,mobile,first_touch
3169,3169,2026-01-13,paid_social,mobile,first_touch
3170,3170,2026-01-04,search,mobile,first_touch
3171,3171,2026-03-16,paid_social,mobile,first_touch
3172,3172,2026-03-21,search,mobile,first_touch
3173,3173,2026-01-16,referral,mobile,first_touch
3174,3174,2026-01-15,search,mobile,first_touch
3175,3175,2026-03-14,search,mobile,first_touch
3176,3176,2026-01-19,referral,mobile,first_touch
3177,3177,2026-02-23,paid_social,mobile,first_touch
3178,3178,2026-03-14,paid_social,mobile,first_touch
3179,3179,2026-03-16,referral,web,first_touch
3180,3180,2026-02-19,referral,mobile,first_touch
3181,3181,2026-01-02,search,web,first_touch
3182,3182,2026-03-17,paid_social,mobile,first_touch
3183,3183,2026-01-11,paid_social,mobile,first_touch
3184,3184,2026-01-19,referral,mobile,first_touch
3185,3185,2026-01-10,search,mobile,first_touch
3186,3186,2025-12-30,paid_social,web,first_touch
3187,3187,2026-01-14,paid_social,mobile,first_touch
3188,3188,2026-02-02,referral,web,first_touch
3189,3189,2025-12-27,search,mobile,first_touch
3190,3190,2026-01-18,referral,web,first_touch
3191,3191,2026-01-07,search,mobile,first_touch
3192,3192,2026-03-02,paid_social,mobile,first_touch
3193,3193,2026-02-23,paid_social,web,first_touch
3194,3194,2026-01-16,search,mobile,first_touch
3195,3195,2026-03-13,paid_social,web,first_touch
3196,3196,2026-01-04,paid_social,mobile,first_touch
3197,3197,2026-01-10,paid_social,web,first_touch
3198,3198,2026-02-06,paid_social,web,first_touch
3199,3199,2026-03-19,referral,mobile,first_touch
3200,3200,2026-01-17,paid_social,web,first_touch
3201,3201,2026-03-19,search,web,first_touch
3202,3202,2026-01-18,search,mobile,first_touch
3203,3203,2026-02-21,paid_social,mobile,first_touch
3204,3204,2026-01-21,search,web,first_touch
3205,3205,2026-02-16,referral,web,first_touch
3206,3206,2026-01-22,search,web,first_touch
3207,3207,2026-01-17,search,web,first_touch
3208,3208,2026-02-02,referral,mobile,first_touch
3209,3209,2026-01-20,referral,mobile,first_touch
3210,3210,2026-02-13,referral,mobile,first_touch
3211,3211,2026-02-07,search,mobile,first_touch
3212,3212,2026-02-12,search,web,first_touch
3213,3213,2026-01-04,search,web,first_touch
3214,3214,2026-02-17,paid_social,web,first_touch
3215,3215,2026-02-26,search,web,first_touch
3216,3216,2026-01-03,referral,web,first_touch
3217,3217,2026-01-11,paid_social,mobile,first_touch
3218,3218,2025-12-31,referral,mobile,first_touch
3219,3219,2026-01-14,referral,mobile,first_touch
3220,3220,2026-03-17,paid_social,web,first_touch
3221,3221,2025-12-30,paid_social,mobile,first_touch
3222,3222,2026-01-14,referral,web,first_touch
3223,3223,2026-01-06,paid_social,mobile,first_touch
3224,3224,2026-03-10,referral,mobile,first_touch
3225,3225,2026-02-17,paid_social,mobile,first_touch
3226,3226,2026-01-02,paid_social,mobile,first_touch
3227,3227,2026-01-12,paid_social,mobile,first_touch
3228,3228,2026-02-23,paid_social,mobile,first_touch
3229,3229,2026-02-28,referral,mobile,first_touch
3230,3230,2026-02-16,paid_social,mobile,first_touch
3231,3231,2026-02-14,paid_social,mobile,first_touch
3232,3232,2026-02-02,search,web,first_touch
3233,3233,2026-03-07,referral,mobile,first_touch
3234,3234,2026-01-29,search,mobile,first_touch
3235,3235,2026-03-22,referral,web,first_touch
3236,3236,2026-03-12,paid_social,mobile,first_touch
3237,3237,2026-03-15,referral,web,first_touch
3238,3238,2026-02-25,search,web,first_touch
3239,3239,2026-01-22,referral,web,first_touch
3240,3240,2026-02-21,search,mobile,first_touch
3241,3241,2026-02-07,referral,web,first_touch
3242,3242,2026-03-15,search,mobile,first_touch
3243,3243,2026-03-17,search,mobile,first_touch
3244,3244,2025-12-30,search,mobile,first_touch
3245,3245,2026-03-03,paid_social,mobile,first_touch
3246,3246,2026-03-05,referral,mobile,first_touch
3247,3247,2026-02-20,referral,web,first_touch
3248,3248,2026-03-20,referral,mobile,first_touch
3249,3249,2026-01-03,search,mobile,first_touch
3250,3250,2026-03-22,referral,mobile,first_touch
3251,3251,2025-12-24,paid_social,mobile,first_touch
3252,3252,2026-01-07,referral,web,first_touch
3253,3253,2026-02-19,paid_social,web,first_touch
3254,3254,2026-03-10,search,web,first_touch
3255,3255,2026-03-15,paid_social,web,first_touch
3256,3256,2025-12-28,search,web,first_touch
3257,3257,2026-03-10,search,mobile,first_touch
3258,3258,2026-02-27,referral,mobile,first_touch
3259,3259,2026-01-28,referral,mobile,first_touch
3260,3260,2026-02-23,search,mobile,first_touch
3261,3261,2026-01-28,referral,web,first_touch
3262,3262,2026-02-07,search,web,first_touch
3263,3263,2026-01-13,search,mobile,first_touch
3264,3264,2026-01-22,paid_social,mobile,first_touch
3265,3265,2026-02-23,paid_social,web,first_touch
3266,3266,2026-01-15,paid_social,web,first_touch
3267,3267,2026-03-04,search,web,first_touch
3268,3268,2026-01-25,search,web,first_touch
3269,3269,2026-03-16,search,web,first_touch
3270,3270,2026-01-02,referral,mobile,first_touch
3271,3271,2026-01-27,paid_social,mobile,first_touch
3272,3272,2026-01-23,referral,mobile,first_touch
3273,3273,2026-02-11,referral,mobile,first_touch
3274,3274,2026-02-06,referral,web,first_touch
3275,3275,2025-12-29,search,web,first_touch
3276,3276,2026-02-07,paid_social,mobile,first_touch
3277,3277,2026-02-12,referral,mobile,first_touch
3278,3278,2026-02-16,search,mobile,first_touch
3279,3279,2026-02-08,referral,mobile,first_touch
3280,3280,2026-02-28,paid_social,web,first_touch
3281,3281,2026-03-01,search,web,first_touch
3282,3282,2026-01-06,search,web,first_touch
3283,3283,2026-02-19,search,mobile,first_touch
3284,3284,2026-03-13,referral,web,first_touch
3285,3285,2026-02-02,paid_social,web,first_touch
3286,3286,2026-01-28,paid_social,web,first_touch
3287,3287,2026-02-06,paid_social,mobile,first_touch
3288,3288,2026-01-12,paid_social,mobile,first_touch
3289,3289,2026-02-05,paid_social,mobile,first_touch
3290,3290,2026-01-07,paid_social,mobile,first_touch
3291,3291,2026-01-28,search,mobile,first_touch
3292,3292,2026-03-07,search,web,first_touch
3293,3293,2026-03-20,referral,mobile,first_touch
3294,3294,2026-02-08,paid_social,mobile,first_touch
3295,3295,2026-03-21,paid_social,mobile,first_touch
3296,3296,2026-01-14,referral,web,first_touch
3297,3297,2026-01-19,search,mobile,first_touch
3298,3298,2026-03-19,paid_social,mobile,first_touch
3299,3299,2026-02-18,search,web,first_touch
3300,3300,2026-02-18,referral,mobile,first_touch
3301,3301,2026-01-25,search,mobile,first_touch
3302,3302,2026-02-20,referral,web,first_touch
3303,3303,2026-03-21,paid_social,mobile,first_touch
3304,3304,2026-01-16,paid_social,mobile,first_touch
3305,3305,2026-03-06,paid_social,web,first_touch
3306,3306,2026-01-30,referral,mobile,first_touch
3307,3307,2026-01-24,search,mobile,first_touch
3308,3308,2026-01-21,search,mobile,first_touch
3309,3309,2026-03-12,referral,mobile,first_touch
