customer_id,signup_date,experiment_variant
4753,2026-03-07,control
4754,2026-03-05,control
4755,2026-01-02,treatment
4756,2026-02-21,treatment
4757,2026-01-30,control
4758,2026-02-19,treatment
4759,2026-02-28,control
4760,2026-02-01,treatment
4761,2026-02-24,treatment
4762,2026-03-09,treatment
4763,2026-03-14,treatment
4764,2026-01-14,treatment
4765,2026-02-19,control
4766,2026-02-10,control
4767,2026-03-23,treatment
4768,2026-02-04,treatment
4769,2026-01-22,control
4770,2026-03-13,treatment
4771,2026-02-05,treatment
4772,2026-01-17,control
4773,2026-02-18,control
4774,2026-03-30,control
4775,2026-01-27,control
4776,2026-01-15,control
4777,2026-02-12,control
4778,2026-02-09,control
4779,2026-01-27,control
4780,2026-02-24,treatment
4781,2026-01-02,control
4782,2026-02-08,treatment
4783,2026-01-13,treatment
4784,2026-03-20,treatment
4785,2026-02-19,treatment
4786,2026-02-27,treatment
4787,2026-02-24,control
4788,2026-03-03,treatment
4789,2026-03-03,control
4790,2026-03-21,treatment
4791,2026-02-25,control
4792,2026-01-12,control
4793,2026-02-03,control
4794,2026-02-10,treatment
4795,2026-03-23,control
4796,2026-02-06,control
4797,2026-03-20,control
4798,2026-03-09,control
4799,2026-02-05,treatment
4800,2026-03-17,treatment
4801,2026-02-12,control
4802,2026-02-10,control
4803,2026-01-12,control
4804,2026-01-11,control
4805,2026-02-19,treatment
4806,2026-03-10,treatment
4807,2026-03-18,control
4808,2026-03-12,treatment
4809,2026-02-10,control
4810,2026-01-25,treatment
4811,2026-02-06,treatment
4812,2026-01-16,treatment
4813,2026-02-17,treatment
4814,2026-01-13,treatment
4815,2026-03-10,control
4816,2026-01-10,control
4817,2026-02-06,control
4818,2026-01-27,treatment
4819,2026-02-26,treatment
4820,2026-03-06,treatment
4821,2026-02-05,treatment
4822,2026-01-26,control
4823,2026-03-24,treatment
4824,2026-03-17,treatment
4825,2026-03-17,control
4826,2026-01-31,control
4827,2026-01-04,control
4828,2026-03-05,control
4829,2026-01-19,treatment
4830,2026-01-20,treatment
4831,2026-03-13,treatment
4832,2026-01-11,control
4833,2026-03-17,treatment
4834,2026-01-22,treatment
4835,2026-01-30,control
4836,2026-02-26,treatment
4837,2026-03-04,control
4838,2026-03-01,control
4839,2026-02-15,control
4840,2026-02-25,control
4841,2026-02-04,treatment
4842,2026-02-07,control
4843,2026-01-12,control
4844,2026-02-20,control
4845,2026-02-01,control
4846,2026-03-26,control
4847,2026-03-28,control
4848,2026-01-07,treatment
4849,2026-02-27,control
4850,2026-01-08,treatment
4851,2026-02-02,control
4852,2026-02-14,treatment
4853,2026-01-26,treatment
4854,2026-03-14,control
4855,2026-01-01,control
4856,2026-03-21,treatment
4857,2026-03-30,control
4858,2026-03-07,treatment
4859,2026-03-31,control
4860,2026-01-20,control
4861,2026-02-25,treatment
4862,2026-03-10,treatment
4863,2026-02-01,control
4864,2026-01-20,treatment
4865,2026-02-04,treatment
4866,2026-01-02,control
4867,2026-02-17,control
4868,2026-01-14,control
4869,2026-01-29,control
4870,2026-03-29,treatment
4871,2026-01-07,control
4872,2026-03-06,control
4873,2026-01-23,treatment
4874,2026-01-14,treatment
4875,2026-02-19,treatment
4876,2026-01-28,treatment
4877,2026-03-03,control
4878,2026-03-21,treatment
4879,2026-03-06,control
4880,2026-03-06,control
4881,2026-02-26,control
4882,2026-01-22,treatment
4883,2026-02-10,treatment
4884,2026-03-29,control
4885,2026-02-17,treatment
4886,2026-02-22,treatment
4887,2026-02-26,control
4888,2026-02-19,treatment
4889,2026-01-11,control
4890,2026-02-22,treatment
4891,2026-01-15,control
4892,2026-03-07,control
4893,2026-03-22,control
4894,2026-01-24,control
4895,2026-01-27,treatment
4896,2026-01-03,control
4897,2026-01-29,control
4898,2026-02-28,treatment
4899,2026-01-16,treatment
4900,2026-02-12,treatment
4901,2026-03-14,control
4902,2026-03-15,control
4903,2026-01-04,control
4904,2026-03-25,treatment
4905,2026-03-18,treatment
4906,2026-02-24,treatment
4907,2026-03-14,treatment
4908,2026-02-23,control
4909,2026-02-07,treatment
4910,2026-02-27,control
4911,2026-03-21,control
4912,2026-01-08,control
4913,2026-03-07,control
4914,2026-02-02,treatment
4915,2026-03-18,control
4916,2026-03-01,treatment
4917,2026-01-09,treatment
4918,2026-02-17,treatment
4919,2026-03-17,treatment
4920,2026-03-12,control
4921,2026-03-03,control
4922,2026-01-11,control
4923,2026-03-31,control
4924,2026-02-27,treatment
4925,2026-03-15,control
4926,2026-03-17,control
4927,2026-03-31,control
4928,2026-03-01,control
4929,2026-02-19,treatment
4930,2026-01-07,control
4931,2026-01-13,treatment
4932,2026-03-01,treatment
4933,2026-03-25,treatment
4934,2026-03-18,control
4935,2026-03-18,treatment
4936,2026-01-14,control
4937,2026-02-10,control
4938,2026-02-25,treatment
4939,2026-02-25,treatment
4940,2026-02-13,control
4941,2026-03-26,treatment
4942,2026-01-21,control
4943,2026-03-17,treatment
4944,2026-02-09,treatment
4945,2026-02-27,treatment
4946,2026-02-08,treatment
4947,2026-02-02,treatment
4948,2026-02-21,treatment
4949,2026-02-18,treatment
4950,2026-03-09,treatment
4951,2026-01-07,control
4952,2026-01-09,treatment
4953,2026-02-04,control
4954,2026-01-19,treatment
4955,2026-03-06,control
4956,2026-02-27,control
4957,2026-01-13,treatment
4958,2026-01-12,control
4959,2026-03-17,control
4960,2026-03-01,treatment
4961,2026-03-22,control
4962,2026-03-01,control
4963,2026-02-06,control
4964,2026-01-31,control
4965,2026-03-16,control
4966,2026-03-30,control
4967,2026-02-09,control
4968,2026-02-12,control
4969,2026-02-05,control
4970,2026-03-28,treatment
4971,2026-01-11,treatment
4972,2026-01-17,control
4973,2026-03-15,control
4974,2026-03-26,treatment
4975,2026-01-25,treatment
4976,2026-02-21,control
4977,2026-01-26,control
4978,2026-03-31,control
4979,2026-01-07,treatment
4980,2026-02-23,treatment
4981,2026-02-23,treatment
4982,2026-03-25,control
4983,2026-02-20,control
4984,2026-02-01,control
4985,2026-02-14,control
4986,2026-02-26,control
4987,2026-03-18,treatment
4988,2026-01-03,control
4989,2026-03-06,treatment
4990,2026-02-22,control
4991,2026-01-18,control
4992,2026-02-03,treatment
4993,2026-02-19,treatment
4994,2026-03-16,control
4995,2026-03-17,treatment
4996,2026-02-14,control
4997,2026-03-04,control
4998,2026-02-17,control
4999,2026-03-03,control
5000,2026-03-30,treatment
5001,2026-01-08,control
5002,2026-03-22,treatment
5003,2026-01-17,treatment
5004,2026-03-25,control
5005,2026-02-07,control
5006,2026-01-16,control
5007,2026-01-05,treatment
5008,2026-03-21,treatment
5009,2026-03-07,treatment
5010,2026-02-08,control
5011,2026-03-25,control
5012,2026-03-18,treatment
5013,2026-01-16,control
5014,2026-02-15,treatment
5015,2026-02-27,control
5016,2026-03-02,control
5017,2026-02-15,treatment
5018,2026-01-23,control
5019,2026-01-22,treatment
5020,2026-01-18,control
5021,2026-02-13,treatment
5022,2026-02-20,treatment
5023,2026-03-27,treatment
5024,2026-01-13,treatment
5025,2026-02-12,treatment
5026,2026-02-26,treatment
5027,2026-02-08,control
5028,2026-01-03,control
5029,2026-03-02,treatment
5030,2026-01-18,control
5031,2026-03-08,control
5032,2026-01-25,treatment
5033,2026-03-02,control
5034,2026-01-16,treatment
5035,2026-02-25,treatment
5036,2026-01-11,control
5037,2026-01-27,treatment
5038,2026-03-10,control
5039,2026-01-25,treatment
5040,2026-02-07,treatment
5041,2026-02-09,control
5042,2026-01-23,control
5043,2026-02-22,control
5044,2026-01-28,control
5045,2026-02-17,control
5046,2026-03-13,treatment
5047,2026-03-09,control
5048,2026-01-21,treatment
5049,2026-03-03,control
5050,2026-03-10,treatment
5051,2026-02-20,control
5052,2026-03-07,control
5053,2026-02-07,treatment
5054,2026-01-07,control
5055,2026-02-21,treatment
5056,2026-03-23,control
5057,2026-02-13,treatment
5058,2026-02-20,treatment
5059,2026-03-02,treatment
5060,2026-03-17,control
5061,2026-02-14,control
5062,2026-01-29,control
5063,2026-02-26,control
5064,2026-03-04,control
5065,2026-03-02,treatment
5066,2026-02-24,treatment
5067,2026-03-31,treatment
5068,2026-01-25,control
5069,2026-01-29,control
5070,2026-03-18,treatment
5071,2026-01-17,control
5072,2026-03-15,control
5073,2026-01-23,control
5074,2026-03-02,treatment
5075,2026-03-18,treatment
5076,2026-03-20,control
5077,2026-02-24,control
5078,2026-01-20,control
5079,2026-01-31,control
5080,2026-03-05,treatment
5081,2026-02-27,control
5082,2026-01-26,treatment
5083,2026-02-21,control
5084,2026-03-26,control
5085,2026-01-06,treatment
5086,2026-02-20,control
5087,2026-02-19,treatment
5088,2026-03-18,control
5089,2026-01-24,treatment
5090,2026-01-17,control
5091,2026-02-09,control
5092,2026-01-29,treatment
5093,2026-03-21,control
5094,2026-03-10,control
5095,2026-02-05,treatment
5096,2026-02-02,treatment
5097,2026-01-02,treatment
5098,2026-01-09,treatment
5099,2026-02-20,treatment
5100,2026-03-01,treatment
5101,2026-03-13,treatment
5102,2026-01-10,control
5103,2026-01-15,control
5104,2026-02-20,treatment
5105,2026-01-08,treatment
5106,2026-03-17,control
5107,2026-02-09,control
5108,2026-02-22,control
5109,2026-03-12,treatment
5110,2026-02-15,treatment
5111,2026-01-07,control
5112,2026-01-21,treatment
5113,2026-02-01,treatment
5114,2026-01-15,treatment
5115,2026-02-16,control
5116,2026-01-02,treatment
5117,2026-01-14,treatment
5118,2026-03-14,treatment
5119,2026-01-12,control
5120,2026-01-03,treatment
5121,2026-02-10,treatment
5122,2026-03-19,control
5123,2026-01-22,control
5124,2026-02-05,treatment
5125,2026-03-10,treatment
5126,2026-03-23,control
5127,2026-01-27,control
5128,2026-01-15,control
5129,2026-01-23,treatment
5130,2026-03-14,treatment
5131,2026-01-31,control
5132,2026-03-19,control
5133,2026-02-14,control
5134,2026-02-07,control
5135,2026-03-07,treatment
5136,2026-03-30,treatment
5137,2026-03-09,control
5138,2026-01-20,control
5139,2026-01-30,control
5140,2026-01-11,treatment
5141,2026-02-23,treatment
5142,2026-03-29,treatment
5143,2026-01-29,control
5144,2026-01-24,treatment
5145,2026-03-25,control
5146,2026-01-03,treatment
5147,2026-01-20,treatment
5148,2026-02-05,control
5149,2026-03-26,treatment
5150,2026-03-31,control
5151,2026-03-22,treatment
5152,2026-03-17,control
5153,2026-01-03,control
5154,2026-01-09,control
5155,2026-03-22,control
5156,2026-02-02,control
5157,2026-01-15,control
5158,2026-02-18,treatment
5159,2026-03-24,control
5160,2026-03-13,control
5161,2026-02-07,treatment
5162,2026-01-18,treatment
5163,2026-03-10,control
5164,2026-01-09,control
5165,2026-01-11,treatment
5166,2026-03-08,treatment
5167,2026-01-17,control
5168,2026-01-02,treatment
5169,2026-03-31,control
5170,2026-02-16,control
5171,2026-03-12,treatment
5172,2026-03-05,treatment
5173,2026-03-16,treatment
5174,2026-03-02,control
5175,2026-03-05,control
5176,2026-02-15,control
5177,2026-01-15,control
5178,2026-03-12,control
5179,2026-02-13,treatment
5180,2026-02-23,treatment
5181,2026-01-28,treatment
5182,2026-03-16,control
5183,2026-03-09,control
5184,2026-02-22,treatment
5185,2026-01-17,control
5186,2026-02-08,treatment
5187,2026-01-24,control
5188,2026-02-23,treatment
5189,2026-01-07,treatment
5190,2026-02-08,treatment
5191,2026-03-30,treatment
5192,2026-01-19,treatment
5193,2026-02-14,control
5194,2026-02-12,treatment
5195,2026-03-19,treatment
5196,2026-03-27,treatment
5197,2026-03-17,control
5198,2026-02-22,control
5199,2026-02-07,treatment
5200,2026-03-07,treatment
5201,2026-01-05,control
5202,2026-03-01,control
5203,2026-01-29,control
5204,2026-02-11,control
5205,2026-02-28,control
5206,2026-02-06,control
5207,2026-01-27,control
5208,2026-01-18,treatment
5209,2026-02-06,control
5210,2026-01-02,control
5211,2026-03-19,control
5212,2026-03-19,control
5213,2026-03-03,treatment
5214,2026-01-25,treatment
5215,2026-03-10,control
5216,2026-02-23,control
5217,2026-01-24,control
5218,2026-02-11,control
5219,2026-01-08,control
5220,2026-01-10,control
5221,2026-02-03,control
5222,2026-01-04,treatment
5223,2026-03-20,control
5224,2026-03-26,control
5225,2026-01-30,control
5226,2026-02-02,control
5227,2026-03-11,control
5228,2026-01-29,control
5229,2026-03-12,control
5230,2026-01-08,control
5231,2026-02-17,treatment
5232,2026-01-01,treatment
5233,2026-03-07,control
5234,2026-03-07,control
5235,2026-02-11,treatment
5236,2026-03-21,treatment
5237,2026-03-01,control
5238,2026-01-23,control
5239,2026-02-23,control
5240,2026-02-10,treatment
5241,2026-03-04,control
5242,2026-02-25,control
5243,2026-03-12,control
5244,2026-01-16,control
5245,2026-01-03,control
5246,2026-02-03,treatment
5247,2026-01-07,treatment
5248,2026-02-14,control
5249,2026-02-02,control
5250,2026-02-28,treatment
5251,2026-03-02,control
5252,2026-03-30,control
5253,2026-01-02,control
5254,2026-02-14,treatment
5255,2026-03-13,treatment
5256,2026-01-24,treatment
5257,2026-03-19,treatment
5258,2026-02-28,control
5259,2026-02-14,control
5260,2026-01-11,control
5261,2026-02-21,treatment
5262,2026-01-01,treatment
5263,2026-01-29,control
5264,2026-02-03,treatment
5265,2026-01-08,control
5266,2026-01-07,control
5267,2026-03-21,control
5268,2026-02-12,treatment
5269,2026-01-09,treatment
5270,2026-01-30,control
5271,2026-02-23,treatment
5272,2026-03-22,treatment
5273,2026-02-10,treatment
5274,2026-01-17,treatment
5275,2026-02-13,control
5276,2026-03-04,treatment
5277,2026-01-12,treatment
5278,2026-02-26,treatment
5279,2026-02-01,control
5280,2026-03-31,treatment
5281,2026-02-09,treatment
5282,2026-02-21,control
5283,2026-03-05,treatment
5284,2026-03-14,control
5285,2026-01-05,control
5286,2026-02-01,control
5287,2026-01-02,treatment
5288,2026-01-07,treatment
5289,2026-02-12,control
5290,2026-02-06,treatment
5291,2026-03-06,control
5292,2026-03-02,control
5293,2026-03-25,treatment
5294,2026-01-23,treatment
5295,2026-02-19,treatment
5296,2026-01-13,treatment
5297,2026-02-08,treatment
5298,2026-01-10,control
5299,2026-03-24,control
5300,2026-02-17,control
5301,2026-01-07,treatment
5302,2026-01-31,treatment
5303,2026-03-11,treatment
5304,2026-03-10,control
5305,2026-03-09,control
5306,2026-02-27,treatment
5307,2026-03-30,treatment
5308,2026-03-26,control
5309,2026-02-06,control
5310,2026-03-30,control
5311,2026-03-03,control
5312,2026-01-01,control
5313,2026-03-09,control
5314,2026-01-22,treatment
5315,2026-03-19,control
5316,2026-01-22,control
5317,2026-02-13,control
5318,2026-03-21,treatment
5319,2026-03-12,control
5320,2026-01-12,control
5321,2026-03-29,control
5322,2026-02-07,treatment
5323,2026-02-17,treatment
5324,2026-01-05,control
5325,2026-01-03,control
5326,2026-02-13,control
5327,2026-02-02,treatment
5328,2026-01-04,treatment
5329,2026-01-08,control
5330,2026-03-07,control
5331,2026-02-22,treatment
5332,2026-02-16,treatment
5333,2026-02-21,control
5334,2026-03-31,control
5335,2026-02-11,control
5336,2026-03-30,treatment
5337,2026-01-27,treatment
5338,2026-03-12,treatment
5339,2026-02-26,treatment
5340,2026-01-27,control
5341,2026-01-11,control
5342,2026-01-11,control
5343,2026-02-28,treatment
5344,2026-01-15,treatment
5345,2026-02-25,control
5346,2026-03-04,control
5347,2026-03-08,treatment
5348,2026-01-13,treatment
5349,2026-01-12,treatment
5350,2026-01-26,control
5351,2026-02-13,treatment
5352,2026-01-09,treatment
5353,2026-02-14,treatment
5354,2026-01-05,treatment
5355,2026-01-13,treatment
5356,2026-02-05,treatment
5357,2026-02-21,treatment
5358,2026-02-07,control
5359,2026-03-05,control
5360,2026-01-18,treatment
5361,2026-01-09,treatment
5362,2026-03-24,control
5363,2026-02-09,control
5364,2026-02-24,treatment
5365,2026-03-06,treatment
5366,2026-01-27,treatment
5367,2026-01-06,control
5368,2026-03-17,treatment
5369,2026-03-03,treatment
5370,2026-02-19,control
5371,2026-03-20,control
5372,2026-02-10,treatment
5373,2026-01-05,control
5374,2026-03-09,treatment
5375,2026-03-14,treatment
5376,2026-02-03,treatment
5377,2026-01-18,control
5378,2026-03-14,treatment
5379,2026-01-06,control
5380,2026-01-01,treatment
5381,2026-03-17,control
5382,2026-01-23,treatment
5383,2026-03-12,treatment
5384,2026-02-17,control
5385,2026-03-25,control
5386,2026-03-17,treatment
5387,2026-02-13,control
5388,2026-03-08,control
5389,2026-01-15,control
5390,2026-03-26,treatment
5391,2026-03-24,treatment
5392,2026-01-24,control
5393,2026-02-16,treatment
5394,2026-03-25,control
5395,2026-01-30,control
5396,2026-01-11,control
5397,2026-03-30,control
5398,2026-01-18,control
5399,2026-01-15,treatment
5400,2026-02-12,control
5401,2026-02-11,treatment
5402,2026-01-19,control
5403,2026-03-21,control
5404,2026-01-03,control
5405,2026-03-24,treatment
5406,2026-02-27,treatment
5407,2026-01-24,control
5408,2026-02-06,control
5409,2026-01-08,control
5410,2026-03-25,treatment
5411,2026-03-05,control
5412,2026-03-30,treatment
5413,2026-01-04,control
5414,2026-03-25,control
5415,2026-03-16,treatment
5416,2026-02-16,control
5417,2026-02-25,control
5418,2026-01-28,treatment
5419,2026-02-15,control
5420,2026-03-27,control
5421,2026-03-15,control
5422,2026-02-03,control
5423,2026-02-19,treatment
5424,2026-02-04,control
5425,2026-02-01,treatment
5426,2026-02-27,treatment
5427,2026-02-07,treatment
5428,2026-02-27,treatment
5429,2026-03-29,treatment
5430,2026-01-10,treatment
5431,2026-02-06,control
5432,2026-01-18,control
5433,2026-01-06,treatment
5434,2026-01-01,control
5435,2026-02-03,treatment
5436,2026-01-09,control
5437,2026-03-06,treatment
5438,2026-01-31,control
5439,2026-01-20,treatment
5440,2026-03-27,control
5441,2026-02-26,control
5442,2026-03-13,treatment
5443,2026-03-11,treatment
5444,2026-01-21,treatment
5445,2026-02-26,treatment
5446,2026-01-11,control
5447,2026-02-17,treatment
5448,2026-03-31,control
5449,2026-01-19,treatment
5450,2026-03-06,control
5451,2026-01-05,control
5452,2026-02-17,treatment
5453,2026-01-12,treatment
5454,2026-03-30,control
5455,2026-02-10,treatment
5456,2026-03-27,treatment
5457,2026-03-23,control
5458,2026-01-11,treatment
5459,2026-02-15,control
5460,2026-02-27,control
5461,2026-02-08,treatment
5462,2026-03-04,control
5463,2026-02-10,control
5464,2026-03-19,treatment
5465,2026-02-26,control
5466,2026-02-14,treatment
5467,2026-03-19,treatment
5468,2026-03-03,control
5469,2026-01-25,treatment
5470,2026-02-01,control
5471,2026-01-09,treatment
5472,2026-02-06,control
5473,2026-02-20,treatment
5474,2026-02-20,control
5475,2026-03-13,treatment
5476,2026-01-20,control
5477,2026-02-05,control
5478,2026-03-13,control
5479,2026-03-07,treatment
5480,2026-02-14,treatment
5481,2026-03-13,control
5482,2026-03-18,control
5483,2026-02-08,control
5484,2026-03-12,control
5485,2026-01-21,treatment
5486,2026-02-20,treatment
5487,2026-01-23,treatment
5488,2026-03-03,control
5489,2026-02-02,control
5490,2026-03-18,treatment
5491,2026-03-24,control
5492,2026-01-31,treatment
5493,2026-01-04,control
5494,2026-03-07,control
5495,2026-03-24,treatment
5496,2026-03-25,control
5497,2026-01-21,treatment
5498,2026-01-03,control
5499,2026-01-07,control
5500,2026-02-14,control
5501,2026-01-25,control
5502,2026-01-14,treatment
5503,2026-01-18,control
5504,2026-02-04,treatment
5505,2026-01-05,treatment
5506,2026-03-16,control
5507,2026-03-27,control
5508,2026-01-18,control
5509,2026-02-21,treatment
5510,2026-01-04,treatment
5511,2026-01-08,control
5512,2026-01-26,treatment
5513,2026-03-18,control
5514,2026-03-12,control
5515,2026-03-05,control
5516,2026-01-10,treatment
5517,2026-01-20,control
5518,2026-02-22,control
5519,2026-02-03,control
5520,2026-03-08,treatment
5521,2026-02-19,control
5522,2026-02-21,control
5523,2026-02-21,control
5524,2026-03-26,treatment
5525,2026-02-20,control
5526,2026-03-10,treatment
5527,2026-02-13,control
5528,2026-01-08,control
5529,2026-02-18,treatment
5530,2026-03-19,treatment
5531,2026-03-10,control
5532,2026-02-19,treatment
5533,2026-03-28,treatment
5534,2026-03-29,control
5535,2026-03-26,treatment
5536,2026-03-30,treatment
5537,2026-01-30,control
5538,2026-01-15,treatment
5539,2026-02-09,control
5540,2026-01-23,control
5541,2026-01-15,treatment
5542,2026-02-28,treatment
5543,2026-01-10,treatment
5544,2026-01-06,treatment
5545,2026-01-17,treatment
5546,2026-02-06,control
5547,2026-03-01,treatment
5548,2026-03-30,treatment
5549,2026-02-26,treatment
5550,2026-02-17,control
5551,2026-01-27,control
5552,2026-01-30,control
5553,2026-02-25,control
5554,2026-01-17,control
5555,2026-01-08,treatment
5556,2026-03-09,treatment
5557,2026-03-30,control
5558,2026-03-25,control
5559,2026-03-02,treatment
5560,2026-03-25,control
5561,2026-03-10,treatment
5562,2026-01-06,control
5563,2026-02-05,control
5564,2026-01-07,control
5565,2026-01-24,treatment
5566,2026-03-31,control
5567,2026-03-16,treatment
5568,2026-03-27,control
5569,2026-02-13,control
5570,2026-01-20,treatment
5571,2026-02-04,control
5572,2026-01-18,control
5573,2026-03-28,treatment
5574,2026-02-23,treatment
5575,2026-01-05,control
5576,2026-01-29,control
5577,2026-02-14,treatment
5578,2026-03-06,treatment
5579,2026-03-22,treatment
5580,2026-01-19,treatment
5581,2026-03-05,treatment
5582,2026-03-14,control
5583,2026-03-12,control
5584,2026-01-26,treatment
5585,2026-01-31,treatment
5586,2026-01-13,treatment
5587,2026-02-22,treatment
5588,2026-01-31,control
5589,2026-02-07,control
5590,2026-01-02,treatment
5591,2026-03-26,control
5592,2026-02-28,treatment
5593,2026-01-22,treatment
5594,2026-01-07,control
5595,2026-02-05,treatment
5596,2026-01-14,treatment
5597,2026-01-17,treatment
5598,2026-03-13,control
5599,2026-01-05,treatment
5600,2026-02-15,control
5601,2026-03-11,treatment
5602,2026-02-23,control
5603,2026-01-12,treatment
5604,2026-01-26,treatment
5605,2026-01-16,treatment
5606,2026-03-29,treatment
5607,2026-03-03,control
5608,2026-03-30,treatment
5609,2026-01-13,control
5610,2026-02-02,treatment
5611,2026-02-01,control
5612,2026-03-12,treatment
5613,2026-01-07,control
5614,2026-03-14,treatment
5615,2026-02-12,treatment
5616,2026-03-24,control
5617,2026-01-30,control
5618,2026-03-19,treatment
5619,2026-03-22,treatment
5620,2026-02-09,control
5621,2026-03-22,control
5622,2026-02-02,control
5623,2026-03-01,treatment
5624,2026-03-26,treatment
5625,2026-01-16,control
5626,2026-02-06,treatment
5627,2026-01-05,treatment
5628,2026-02-16,treatment
5629,2026-01-25,control
5630,2026-01-09,control
5631,2026-03-23,control
5632,2026-01-27,control
5633,2026-03-07,control
5634,2026-01-15,control
5635,2026-01-24,control
5636,2026-01-08,treatment
5637,2026-03-05,control
5638,2026-02-03,treatment
5639,2026-03-23,control
5640,2026-02-16,treatment
5641,2026-01-18,control
5642,2026-03-12,treatment
5643,2026-03-20,treatment
5644,2026-02-24,control
5645,2026-03-04,treatment
5646,2026-03-16,control
5647,2026-01-10,treatment
5648,2026-01-21,control
5649,2026-03-12,control
5650,2026-03-13,control
5651,2026-01-17,treatment
5652,2026-01-05,control
5653,2026-02-18,treatment
5654,2026-01-25,control
5655,2026-01-15,control
5656,2026-02-09,control
5657,2026-01-24,treatment
5658,2026-03-28,treatment
5659,2026-03-15,control
5660,2026-01-09,treatment
5661,2026-03-28,control
5662,2026-01-24,control
5663,2026-01-15,treatment
5664,2026-01-14,control
5665,2026-02-04,control
5666,2026-02-08,treatment
5667,2026-03-23,control
5668,2026-01-30,treatment
5669,2026-03-03,treatment
5670,2026-01-09,treatment
5671,2026-03-15,treatment
5672,2026-02-13,treatment
5673,2026-02-22,control
5674,2026-02-13,treatment
5675,2026-03-08,treatment
5676,2026-02-26,treatment
5677,2026-02-02,control
5678,2026-03-17,treatment
5679,2026-01-10,treatment
5680,2026-03-29,control
5681,2026-02-26,treatment
5682,2026-01-10,control
5683,2026-02-14,control
5684,2026-01-31,treatment
5685,2026-01-05,control
5686,2026-03-29,control
5687,2026-03-20,control
5688,2026-02-21,control
5689,2026-01-12,treatment
5690,2026-02-05,treatment
5691,2026-03-06,treatment
5692,2026-02-09,control
5693,2026-02-18,treatment
5694,2026-03-17,treatment
5695,2026-01-17,treatment
5696,2026-03-19,control
5697,2026-03-30,control
5698,2026-01-27,treatment
5699,2026-03-25,treatment
5700,2026-01-28,control
5701,2026-03-05,treatment
5702,2026-03-04,control
5703,2026-03-26,control
5704,2026-01-07,treatment
5705,2026-02-23,treatment
5706,2026-03-18,control
5707,2026-01-09,treatment
5708,2026-01-01,treatment
5709,2026-01-06,control
5710,2026-02-11,treatment
5711,2026-02-20,treatment
5712,2026-03-13,treatment
5713,2026-02-07,treatment
5714,2026-03-24,treatment
5715,2026-01-11,control
5716,2026-02-26,control
5717,2026-02-11,treatment
5718,2026-02-17,treatment
5719,2026-02-15,control
5720,2026-03-04,control
5721,2026-03-06,treatment
5722,2026-03-17,control
5723,2026-02-03,control
5724,2026-01-02,treatment
5725,2026-01-15,treatment
5726,2026-02-24,treatment
5727,2026-01-15,treatment
5728,2026-03-11,control
5729,2026-01-01,treatment
5730,2026-03-25,control
5731,2026-03-31,control
5732,2026-02-05,treatment
5733,2026-03-19,treatment
5734,2026-03-23,treatment
5735,2026-03-14,control
5736,2026-02-26,treatment
5737,2026-01-19,treatment
5738,2026-01-31,treatment
5739,2026-02-02,treatment
5740,2026-03-30,control
5741,2026-02-27,treatment
5742,2026-01-06,treatment
5743,2026-01-15,treatment
5744,2026-03-20,treatment
5745,2026-02-13,treatment
5746,2026-02-17,control
5747,2026-03-24,control
5748,2026-02-22,treatment
5749,2026-02-07,treatment
5750,2026-03-16,treatment
5751,2026-01-31,control
5752,2026-03-25,control
5753,2026-01-07,treatment
5754,2026-03-22,treatment
5755,2026-01-12,control
5756,2026-02-11,treatment
5757,2026-01-20,control
5758,2026-03-06,control
5759,2026-02-11,control
5760,2026-03-09,control
5761,2026-02-20,control
5762,2026-02-01,treatment
5763,2026-03-07,treatment
5764,2026-01-28,treatment
5765,2026-01-21,control
5766,2026-03-15,control
5767,2026-03-31,control
5768,2026-02-18,treatment
5769,2026-03-28,control
5770,2026-01-21,treatment
5771,2026-01-01,treatment
5772,2026-03-21,treatment
5773,2026-03-16,control
5774,2026-02-14,treatment
5775,2026-03-18,control
5776,2026-03-20,control
5777,2026-02-02,treatment
5778,2026-01-15,treatment
5779,2026-02-25,treatment
5780,2026-03-22,control
5781,2026-02-22,treatment
5782,2026-02-06,treatment
5783,2026-01-22,control
5784,2026-01-27,treatment
5785,2026-03-10,control
5786,2026-02-03,treatment
5787,2026-02-15,treatment
5788,2026-02-24,treatment
5789,2026-01-28,treatment
5790,2026-01-28,control
5791,2026-03-06,treatment
5792,2026-02-27,treatment
5793,2026-03-11,control
5794,2026-02-15,control
5795,2026-01-01,treatment
5796,2026-02-28,treatment
5797,2026-01-02,treatment
5798,2026-01-31,treatment
5799,2026-03-08,treatment
5800,2026-01-24,control
5801,2026-03-20,control
5802,2026-03-02,treatment
5803,2026-03-23,treatment
5804,2026-02-17,treatment
5805,2026-02-11,treatment
5806,2026-01-13,treatment
5807,2026-03-22,treatment
5808,2026-02-28,treatment
5809,2026-03-15,control
5810,2026-01-25,treatment
5811,2026-01-19,treatment
5812,2026-02-02,control
5813,2026-02-12,treatment
5814,2026-03-18,treatment
5815,2026-01-25,treatment
5816,2026-01-19,treatment
5817,2026-01-11,control
5818,2026-02-08,control
5819,2026-01-10,control
5820,2026-01-08,control
5821,2026-02-02,treatment
5822,2026-02-10,treatment
5823,2026-02-07,treatment
5824,2026-03-24,control
5825,2026-03-24,control
5826,2026-02-20,control
5827,2026-03-26,treatment
5828,2026-03-20,control
5829,2026-01-05,treatment
